ID,total_read_counts_virema,total_read_counts_ditector,sample,start,end,DVG_type
8302_8305,1,0,P1,8302,8305,deletion
8308_26187,0,1,P1,8308,26187,deletion
830_18104,0,1,P1,830,18104,deletion
831_14175,1,1,P1,831,14175,deletion
8320_8322,4,0,P1,8320,8322,deletion
8329_8331,1,0,P1,8329,8331,deletion
832_17522,41,48,P1,832,17522,deletion
8340_8342,1,0,P1,8340,8342,deletion
8350_8352,1,0,P1,8350,8352,deletion
8358_15451,0,1,P1,8358,15451,deletion
835_837,6,0,P1,835,837,deletion
8374_19347,0,1,P1,8374,19347,deletion
8400_8402,1,0,P1,8400,8402,deletion
840_11564,0,5,P1,840,11564,deletion
8413_13455,0,1,P1,8413,13455,deletion
841_11564,0,23,P1,841,11564,deletion
842_19545,0,1,P1,842,19545,deletion
843_19545,3,181,P1,843,19545,deletion
844_19545,1132,138,P1,844,19545,deletion
844_19546,0,9,P1,844,19546,deletion
845_19546,0,29,P1,845,19546,deletion
845_19547,0,6,P1,845,19547,deletion
8464_8466,2,0,P1,8464,8466,deletion
8469_8472,1,0,P1,8469,8472,deletion
846_19547,0,18,P1,846,19547,deletion
846_19548,0,4,P1,846,19548,deletion
8473_8475,2,0,P1,8473,8475,deletion
8477_8479,1,0,P1,8477,8479,deletion
847_19548,0,4,P1,847,19548,deletion
847_19549,0,1,P1,847,19549,deletion
847_29388,0,1,P1,847,29388,deletion
8482_30599,0,1,P1,8482,30599,deletion
8483_20370,0,1,P1,8483,20370,deletion
8487_14360,0,1,P1,8487,14360,deletion
8487_8490,1,0,P1,8487,8490,deletion
8488_8490,4,0,P1,8488,8490,deletion
848_19549,584,1579,P1,848,19549,deletion
8499_8501,2,0,P1,8499,8501,deletion
849_19550,0,1,P1,849,19550,deletion
850_19551,0,18,P1,850,19551,deletion
8526_8528,2,0,P1,8526,8528,deletion
852_19553,0,56,P1,852,19553,deletion
853_19554,0,1,P1,853,19554,deletion
853_855,1,0,P1,853,855,deletion
854_28100,0,1,P1,854,28100,deletion
8559_8928,1,1,P1,8559,8928,deletion
8560_28695,1,1,P1,8560,28695,deletion
8560_8562,1,0,P1,8560,8562,deletion
8561_24173,0,1,P1,8561,24173,deletion
857_19558,0,1,P1,857,19558,deletion
8582_30462,2,2,P1,8582,30462,deletion
8583_19310,0,1,P1,8583,19310,deletion
8584_19311,1,0,P1,8584,19311,deletion
8587_8589,2,0,P1,8587,8589,deletion
858_19527,0,1,P1,858,19527,deletion
8591_8594,2,0,P1,8591,8594,deletion
8592_8594,3,0,P1,8592,8594,deletion
860_29454,1,1,P1,860,29454,deletion
8612_8615,4,0,P1,8612,8615,deletion
861_30052,1,1,P1,861,30052,deletion
862_30268,0,1,P1,862,30268,deletion
8633_8635,2,0,P1,8633,8635,deletion
8637_8639,3,0,P1,8637,8639,deletion
864_18851,2,2,P1,864,18851,deletion
8656_8658,2,0,P1,8656,8658,deletion
865_867,2,0,P1,865,867,deletion
8677_8680,1,0,P1,8677,8680,deletion
869_871,2,0,P1,869,871,deletion
870_19089,0,1,P1,870,19089,deletion
870_873,1,0,P1,870,873,deletion
8719_8721,3,0,P1,8719,8721,deletion
872_19724,1,1,P1,872,19724,deletion
8735_8737,1,0,P1,8735,8737,deletion
873_19183,1,1,P1,873,19183,deletion
873_29782,1,1,P1,873,29782,deletion
8749_8751,13,0,P1,8749,8751,deletion
874_29236,0,1,P1,874,29236,deletion
874_30107,2,2,P1,874,30107,deletion
875_24112,1,1,P1,875,24112,deletion
875_30108,1,2,P1,875,30108,deletion
875_30259,0,1,P1,875,30259,deletion
8764_8766,5,0,P1,8764,8766,deletion
876_27179,1,1,P1,876,27179,deletion
876_30260,1,1,P1,876,30260,deletion
8773_10603,0,1,P1,8773,10603,deletion
8777_29278,1,1,P1,8777,29278,deletion
8779_8781,1,0,P1,8779,8781,deletion
8787_8789,1,0,P1,8787,8789,deletion
878_1693,1,1,P1,878,1693,deletion
878_30262,2,2,P1,878,30262,deletion
8790_8793,1,0,P1,8790,8793,deletion
8795_8797,1,0,P1,8795,8797,deletion
879_29718,1,1,P1,879,29718,deletion
8803_8806,1,0,P1,8803,8806,deletion
880_29304,0,1,P1,880,29304,deletion
8815_17522,0,1,P1,8815,17522,deletion
882_30229,1,1,P1,882,30229,deletion
883_30461,1,2,P1,883,30461,deletion
883_6224,0,1,P1,883,6224,deletion
8848_8941,0,1,P1,8848,8941,deletion
8851_8854,2,0,P1,8851,8854,deletion
8852_28928,0,1,P1,8852,28928,deletion
8854_8856,1,0,P1,8854,8856,deletion
8858_8861,1,0,P1,8858,8861,deletion
885_29285,0,1,P1,885,29285,deletion
8867_8869,4,0,P1,8867,8869,deletion
886_18637,1,2,P1,886,18637,deletion
886_29725,0,1,P1,886,29725,deletion
8880_8882,5,0,P1,8880,8882,deletion
8885_8887,1,0,P1,8885,8887,deletion
8885_9036,0,2,P1,8885,9036,deletion
8892_24745,0,1,P1,8892,24745,deletion
8907_30169,0,1,P1,8907,30169,deletion
8909_29343,1,1,P1,8909,29343,deletion
8925_9107,0,1,P1,8925,9107,deletion
8926_8928,3,0,P1,8926,8928,deletion
8933_25999,1,0,P1,8933,25999,deletion
8939_16637,0,1,P1,8939,16637,deletion
893_29884,1,1,P1,893,29884,deletion
8940_8942,1,0,P1,8940,8942,deletion
8941_24598,0,1,P1,8941,24598,deletion
8950_15094,1,1,P1,8950,15094,deletion
8955_8959,1,0,P1,8955,8959,deletion
895_1049,1,1,P1,895,1049,deletion
895_1178,0,1,P1,895,1178,deletion
8960_8962,1,0,P1,8960,8962,deletion
8965_8967,1,0,P1,8965,8967,deletion
896_3093,0,1,P1,896,3093,deletion
897_3094,1,1,P1,897,3094,deletion
8981_8983,4,0,P1,8981,8983,deletion
8984_8986,3,0,P1,8984,8986,deletion
898_29234,1,1,P1,898,29234,deletion
9019_9022,2,0,P1,9019,9022,deletion
902_1399,0,1,P1,902,1399,deletion
9033_9035,1,0,P1,9033,9035,deletion
9040_9042,1,0,P1,9040,9042,deletion
9045_9048,2,0,P1,9045,9048,deletion
9046_9048,4,0,P1,9046,9048,deletion
9055_9057,4,0,P1,9055,9057,deletion
905_907,3,0,P1,905,907,deletion
9071_9074,1,0,P1,9071,9074,deletion
907_5744,0,1,P1,907,5744,deletion
909_911,1,0,P1,909,911,deletion
9126_9130,1,0,P1,9126,9130,deletion
9127_9130,1,0,P1,9127,9130,deletion
913_6620,0,1,P1,913,6620,deletion
9151_9154,1,0,P1,9151,9154,deletion
9157_9159,2,0,P1,9157,9159,deletion
9163_9165,2,0,P1,9163,9165,deletion
917_29983,0,1,P1,917,29983,deletion
917_919,1,0,P1,917,919,deletion
9192_9195,1,0,P1,9192,9195,deletion
91_120,0,1,P1,91,120,deletion
9203_22119,0,1,P1,9203,22119,deletion
9218_9220,3,0,P1,9218,9220,deletion
921_30109,1,1,P1,921,30109,deletion
9229_23883,0,2,P1,9229,23883,deletion
9234_9237,1,0,P1,9234,9237,deletion
9235_9237,4,0,P1,9235,9237,deletion
923_1023,0,1,P1,923,1023,deletion
9240_9242,1,0,P1,9240,9242,deletion
924_926,1,0,P1,924,926,deletion
9264_9266,1,0,P1,9264,9266,deletion
9285_9287,7,0,P1,9285,9287,deletion
9287_9289,1,0,P1,9287,9289,deletion
9290_28252,0,1,P1,9290,28252,deletion
9329_9331,2,0,P1,9329,9331,deletion
9334_9336,3,0,P1,9334,9336,deletion
9339_9341,4,0,P1,9339,9341,deletion
934_6412,1,1,P1,934,6412,deletion
934_936,2,0,P1,934,936,deletion
935_23122,0,1,P1,935,23122,deletion
9404_18257,0,1,P1,9404,18257,deletion
9404_28146,0,3,P1,9404,28146,deletion
9430_9432,1,0,P1,9430,9432,deletion
943_19594,0,17,P1,943,19594,deletion
9441_28277,0,1,P1,9441,28277,deletion
9442_23015,0,1,P1,9442,23015,deletion
944_19596,0,1,P1,944,19596,deletion
945_19596,0,9,P1,945,19596,deletion
945_19597,0,13,P1,945,19597,deletion
945_19600,0,1,P1,945,19600,deletion
946_19597,0,1,P1,946,19597,deletion
946_19598,0,2,P1,946,19598,deletion
9477_9480,1,0,P1,9477,9480,deletion
947_19600,0,1,P1,947,19600,deletion
948_19600,652,920,P1,948,19600,deletion
9495_22973,0,1,P1,9495,22973,deletion
950_19602,0,9,P1,950,19602,deletion
9515_18284,0,1,P1,9515,18284,deletion
951_19603,0,1,P1,951,19603,deletion
952_955,1,0,P1,952,955,deletion
9537_9539,1,0,P1,9537,9539,deletion
953_19606,0,1,P1,953,19606,deletion
9544_9546,1,0,P1,9544,9546,deletion
9545_30506,0,1,P1,9545,30506,deletion
9550_10811,0,1,P1,9550,10811,deletion
9580_9582,1,0,P1,9580,9582,deletion
9583_9586,1,0,P1,9583,9586,deletion
9584_9586,2,0,P1,9584,9586,deletion
9585_9588,2,0,P1,9585,9588,deletion
9597_9600,2,0,P1,9597,9600,deletion
95_97,2,0,P1,95,97,deletion
9615_9617,1,0,P1,9615,9617,deletion
9626_9628,4,0,P1,9626,9628,deletion
9635_9637,2,0,P1,9635,9637,deletion
9696_9699,1,0,P1,9696,9699,deletion
969_972,2,0,P1,969,972,deletion
9747_9749,2,0,P1,9747,9749,deletion
9763_9766,1,0,P1,9763,9766,deletion
9771_9774,2,0,P1,9771,9774,deletion
9774_9776,2,0,P1,9774,9776,deletion
9775_17255,0,1,P1,9775,17255,deletion
9780_9782,2,0,P1,9780,9782,deletion
9786_9788,1,0,P1,9786,9788,deletion
9787_9791,1,0,P1,9787,9791,deletion
97_30452,0,1,P1,97,30452,deletion
9812_9814,1,0,P1,9812,9814,deletion
9816_11179,0,1,P1,9816,11179,deletion
9842_9844,2,0,P1,9842,9844,deletion
9846_9848,1,0,P1,9846,9848,deletion
9847_9850,1,0,P1,9847,9850,deletion
9854_26157,0,1,P1,9854,26157,deletion
9863_9865,2,0,P1,9863,9865,deletion
9870_9873,2,0,P1,9870,9873,deletion
9874_9876,1,0,P1,9874,9876,deletion
9880_9883,1,0,P1,9880,9883,deletion
9902_9904,3,0,P1,9902,9904,deletion
990_992,3,0,P1,990,992,deletion
9943_9945,2,0,P1,9943,9945,deletion
9947_9950,1,0,P1,9947,9950,deletion
9959_9961,5,0,P1,9959,9961,deletion
5291_10001,1,0,P1,5291,10001,deletion
10025_10027,1,0,P1,10025,10027,deletion
10030_10032,1,0,P1,10030,10032,deletion
1000_1003,3,0,P1,1000,1003,deletion
10069_10071,2,0,P1,10069,10071,deletion
10070_10073,5,0,P1,10070,10073,deletion
10090_10092,1,0,P1,10090,10092,deletion
10108_10110,2,0,P1,10108,10110,deletion
10108_10111,1,0,P1,10108,10111,deletion
10116_10119,1,0,P1,10116,10119,deletion
10138_10140,5,0,P1,10138,10140,deletion
10138_10141,2,0,P1,10138,10141,deletion
9270_10161,1,0,P1,9270,10161,deletion
10185_10187,3,0,P1,10185,10187,deletion
10204_10207,1,0,P1,10204,10207,deletion
10240_10242,5,0,P1,10240,10242,deletion
10250_10252,4,0,P1,10250,10252,deletion
10234_10253,1,0,P1,10234,10253,deletion
10254_10257,4,0,P1,10254,10257,deletion
10234_10262,1,0,P1,10234,10262,deletion
10276_10278,1,0,P1,10276,10278,deletion
10276_10279,1,0,P1,10276,10279,deletion
10319_10321,3,0,P1,10319,10321,deletion
10335_10339,1,0,P1,10335,10339,deletion
10343_10346,1,0,P1,10343,10346,deletion
10350_10352,1,0,P1,10350,10352,deletion
10361_10363,10,0,P1,10361,10363,deletion
10379_10381,1,0,P1,10379,10381,deletion
1038_1040,2,0,P1,1038,1040,deletion
10415_10417,1,0,P1,10415,10417,deletion
10434_10436,1,0,P1,10434,10436,deletion
10487_10490,1,0,P1,10487,10490,deletion
10535_10538,5,0,P1,10535,10538,deletion
10550_10552,1,0,P1,10550,10552,deletion
10552_10555,1,0,P1,10552,10555,deletion
10566_10568,1,0,P1,10566,10568,deletion
10572_10574,3,0,P1,10572,10574,deletion
10596_10598,1,0,P1,10596,10598,deletion
10598_10600,3,0,P1,10598,10600,deletion
10624_10627,1,0,P1,10624,10627,deletion
10630_10632,2,0,P1,10630,10632,deletion
10634_10636,1,0,P1,10634,10636,deletion
10658_10660,1,0,P1,10658,10660,deletion
10710_10713,1,0,P1,10710,10713,deletion
10738_10741,2,0,P1,10738,10741,deletion
10759_10761,1,0,P1,10759,10761,deletion
10782_10786,1,0,P1,10782,10786,deletion
1077_1079,3,0,P1,1077,1079,deletion
10802_10805,1,0,P1,10802,10805,deletion
10821_10823,5,0,P1,10821,10823,deletion
10855_10857,6,0,P1,10855,10857,deletion
10883_10885,1,0,P1,10883,10885,deletion
10884_10886,7,0,P1,10884,10886,deletion
10893_10895,1,0,P1,10893,10895,deletion
10899_10903,1,0,P1,10899,10903,deletion
10907_10909,4,0,P1,10907,10909,deletion
10907_10910,1,0,P1,10907,10910,deletion
10913_10915,6,0,P1,10913,10915,deletion
10948_10951,2,0,P1,10948,10951,deletion
10952_10954,3,0,P1,10952,10954,deletion
10970_10972,1,0,P1,10970,10972,deletion
10971_10974,1,0,P1,10971,10974,deletion
10972_10974,2,0,P1,10972,10974,deletion
10976_10978,4,0,P1,10976,10978,deletion
10981_10984,3,0,P1,10981,10984,deletion
10988_10990,4,0,P1,10988,10990,deletion
10998_11000,2,0,P1,10998,11000,deletion
11022_11025,4,0,P1,11022,11025,deletion
11043_11045,1,0,P1,11043,11045,deletion
11057_11060,2,0,P1,11057,11060,deletion
11073_11075,2,0,P1,11073,11075,deletion
11134_11136,1,0,P1,11134,11136,deletion
11191_11194,1,0,P1,11191,11194,deletion
11193_11195,1,0,P1,11193,11195,deletion
11254_11256,1,0,P1,11254,11256,deletion
1119_1125,2,0,P1,1119,1125,deletion
11258_11260,2,0,P1,11258,11260,deletion
11263_11265,3,0,P1,11263,11265,deletion
11289_11291,1,0,P1,11289,11291,deletion
11385_11388,1,0,P1,11385,11388,deletion
11421_11423,1,0,P1,11421,11423,deletion
11443_11445,4,0,P1,11443,11445,deletion
11447_11449,1,0,P1,11447,11449,deletion
11475_11477,3,0,P1,11475,11477,deletion
11492_11494,1,0,P1,11492,11494,deletion
11502_11504,1,0,P1,11502,11504,deletion
11510_11512,1,0,P1,11510,11512,deletion
11510_11513,1,0,P1,11510,11513,deletion
11525_11527,3,0,P1,11525,11527,deletion
1150_1153,2,0,P1,1150,1153,deletion
11542_11544,1,0,P1,11542,11544,deletion
11546_11548,3,0,P1,11546,11548,deletion
11557_11559,3,0,P1,11557,11559,deletion
11562_11565,1,0,P1,11562,11565,deletion
11623_11625,1,0,P1,11623,11625,deletion
11681_11683,2,0,P1,11681,11683,deletion
891_1174,1,0,P1,891,1174,deletion
11812_11815,1,0,P1,11812,11815,deletion
11851_11855,2,0,P1,11851,11855,deletion
11853_11855,1,0,P1,11853,11855,deletion
11857_11859,6,0,P1,11857,11859,deletion
11886_11888,6,0,P1,11886,11888,deletion
11890_11892,1,0,P1,11890,11892,deletion
11891_11893,4,0,P1,11891,11893,deletion
11897_11899,1,0,P1,11897,11899,deletion
11943_11945,5,0,P1,11943,11945,deletion
11943_11946,1,0,P1,11943,11946,deletion
1191_1194,1,0,P1,1191,1194,deletion
11966_11969,1,0,P1,11966,11969,deletion
11973_11975,1,0,P1,11973,11975,deletion
11983_11985,3,0,P1,11983,11985,deletion
11994_11996,3,0,P1,11994,11996,deletion
12003_12006,3,0,P1,12003,12006,deletion
1199_1201,1,0,P1,1199,1201,deletion
12020_12022,1,0,P1,12020,12022,deletion
12022_12025,1,0,P1,12022,12025,deletion
12053_12056,1,0,P1,12053,12056,deletion
12101_12103,1,0,P1,12101,12103,deletion
1207_1210,1,0,P1,1207,1210,deletion
12110_12113,1,0,P1,12110,12113,deletion
1209_1211,3,0,P1,1209,1211,deletion
12127_12129,1,0,P1,12127,12129,deletion
12131_12133,1,0,P1,12131,12133,deletion
1210_1213,5,0,P1,1210,1213,deletion
12145_12148,1,0,P1,12145,12148,deletion
12151_12153,17,0,P1,12151,12153,deletion
12151_12154,3,0,P1,12151,12154,deletion
12151_12155,2,0,P1,12151,12155,deletion
12146_12158,2,0,P1,12146,12158,deletion
12189_12192,4,0,P1,12189,12192,deletion
12227_12229,1,0,P1,12227,12229,deletion
12234_12236,1,0,P1,12234,12236,deletion
1191_1223,1,0,P1,1191,1223,deletion
12255_12257,3,0,P1,12255,12257,deletion
12255_12258,2,0,P1,12255,12258,deletion
12288_12291,3,0,P1,12288,12291,deletion
12298_12300,4,0,P1,12298,12300,deletion
12299_12302,1,0,P1,12299,12302,deletion
12322_12325,1,0,P1,12322,12325,deletion
1230_1232,3,0,P1,1230,1232,deletion
12334_12336,1,0,P1,12334,12336,deletion
12340_12342,1,0,P1,12340,12342,deletion
12358_12360,4,0,P1,12358,12360,deletion
12362_12364,1,0,P1,12362,12364,deletion
1234_1237,1,0,P1,1234,1237,deletion
12393_12395,2,0,P1,12393,12395,deletion
12408_12410,1,0,P1,12408,12410,deletion
12411_12414,1,0,P1,12411,12414,deletion
12419_12422,1,0,P1,12419,12422,deletion
672_12443,2,0,P1,672,12443,deletion
1243_1246,1,0,P1,1243,1246,deletion
12469_12472,1,0,P1,12469,12472,deletion
12473_12475,1,0,P1,12473,12475,deletion
1248_1250,2,0,P1,1248,1250,deletion
12535_12537,4,0,P1,12535,12537,deletion
1251_1253,12,0,P1,1251,1253,deletion
1251_1254,1,0,P1,1251,1254,deletion
12558_12562,2,0,P1,12558,12562,deletion
12563_12565,1,0,P1,12563,12565,deletion
12564_12566,2,0,P1,12564,12566,deletion
12564_12567,1,0,P1,12564,12567,deletion
12588_12592,1,0,P1,12588,12592,deletion
11438_12597,1,0,P1,11438,12597,deletion
123_125,1,0,P1,123,125,deletion
12623_12625,4,0,P1,12623,12625,deletion
1261_1264,19,0,P1,1261,1264,deletion
12651_12653,3,0,P1,12651,12653,deletion
12658_12661,2,0,P1,12658,12661,deletion
12662_12664,1,0,P1,12662,12664,deletion
12680_12683,1,0,P1,12680,12683,deletion
12684_12686,1,0,P1,12684,12686,deletion
12687_12689,6,0,P1,12687,12689,deletion
12727_12729,3,0,P1,12727,12729,deletion
12727_12730,2,0,P1,12727,12730,deletion
12737_12739,1,0,P1,12737,12739,deletion
1272_1274,2,0,P1,1272,1274,deletion
12759_12761,2,0,P1,12759,12761,deletion
12785_12787,2,0,P1,12785,12787,deletion
1275_1278,1,0,P1,1275,1278,deletion
12829_12831,1,0,P1,12829,12831,deletion
12835_12837,1,0,P1,12835,12837,deletion
12835_12838,1,0,P1,12835,12838,deletion
12846_12849,2,0,P1,12846,12849,deletion
12877_12879,1,0,P1,12877,12879,deletion
12879_12881,1,0,P1,12879,12881,deletion
1288_1290,5,0,P1,1288,1290,deletion
12919_12922,1,0,P1,12919,12922,deletion
12937_12940,1,0,P1,12937,12940,deletion
12946_12948,1,0,P1,12946,12948,deletion
12962_12964,1,0,P1,12962,12964,deletion
12964_12966,1,0,P1,12964,12966,deletion
58_12982,1,0,P1,58,12982,deletion
12988_12990,5,0,P1,12988,12990,deletion
13028_13030,1,0,P1,13028,13030,deletion
13028_13031,2,0,P1,13028,13031,deletion
13042_13044,1,0,P1,13042,13044,deletion
13065_13067,1,0,P1,13065,13067,deletion
13076_13078,1,0,P1,13076,13078,deletion
13087_13090,1,0,P1,13087,13090,deletion
13102_13105,1,0,P1,13102,13105,deletion
13119_13121,1,0,P1,13119,13121,deletion
13123_13126,3,0,P1,13123,13126,deletion
1311_1313,1,0,P1,1311,1313,deletion
13150_13152,1,0,P1,13150,13152,deletion
2539_13159,1,0,P1,2539,13159,deletion
13163_13165,1,0,P1,13163,13165,deletion
13172_13174,3,0,P1,13172,13174,deletion
13172_13175,1,0,P1,13172,13175,deletion
13175_13177,1,0,P1,13175,13177,deletion
1315_1317,3,0,P1,1315,1317,deletion
13187_13189,2,0,P1,13187,13189,deletion
1315_1318,1,0,P1,1315,1318,deletion
13207_13210,3,0,P1,13207,13210,deletion
13219_13222,6,0,P1,13219,13222,deletion
13229_13231,1,0,P1,13229,13231,deletion
13230_13232,6,0,P1,13230,13232,deletion
13230_13233,1,0,P1,13230,13233,deletion
13234_13236,1,0,P1,13234,13236,deletion
13235_13238,6,0,P1,13235,13238,deletion
1321_1323,4,0,P1,1321,1323,deletion
13245_13247,7,0,P1,13245,13247,deletion
1321_1324,3,0,P1,1321,1324,deletion
13254_13256,4,0,P1,13254,13256,deletion
13262_13264,14,0,P1,13262,13264,deletion
13262_13265,1,0,P1,13262,13265,deletion
13269_13271,1,0,P1,13269,13271,deletion
13286_13289,1,0,P1,13286,13289,deletion
13294_13297,1,0,P1,13294,13297,deletion
13299_13302,1,0,P1,13299,13302,deletion
13315_13317,1,0,P1,13315,13317,deletion
13315_13318,3,0,P1,13315,13318,deletion
13325_13327,1,0,P1,13325,13327,deletion
13327_13329,3,0,P1,13327,13329,deletion
1329_1332,1,0,P1,1329,1332,deletion
13352_13355,1,0,P1,13352,13355,deletion
13372_13374,1,0,P1,13372,13374,deletion
13386_13388,1,0,P1,13386,13388,deletion
1336_1338,1,0,P1,1336,1338,deletion
13418_13421,1,0,P1,13418,13421,deletion
13434_13438,1,0,P1,13434,13438,deletion
13436_13438,2,0,P1,13436,13438,deletion
13455_13457,4,0,P1,13455,13457,deletion
13476_13478,2,0,P1,13476,13478,deletion
13476_13479,2,0,P1,13476,13479,deletion
13498_13500,2,0,P1,13498,13500,deletion
13519_13521,2,0,P1,13519,13521,deletion
13520_13524,1,0,P1,13520,13524,deletion
1351_1353,1,0,P1,1351,1353,deletion
13571_13573,1,0,P1,13571,13573,deletion
13581_13583,1,0,P1,13581,13583,deletion
13611_13613,1,0,P1,13611,13613,deletion
13646_13649,3,0,P1,13646,13649,deletion
13660_13662,1,0,P1,13660,13662,deletion
13665_13667,2,0,P1,13665,13667,deletion
1364_1366,2,0,P1,1364,1366,deletion
13671_13673,1,0,P1,13671,13673,deletion
13547_13753,1,0,P1,13547,13753,deletion
13803_13805,1,0,P1,13803,13805,deletion
1377_1380,2,0,P1,1377,1380,deletion
13811_13813,1,0,P1,13811,13813,deletion
13820_13823,3,0,P1,13820,13823,deletion
13837_13839,6,0,P1,13837,13839,deletion
13853_13855,4,0,P1,13853,13855,deletion
13885_13887,6,0,P1,13885,13887,deletion
13922_13924,1,0,P1,13922,13924,deletion
13954_13956,1,0,P1,13954,13956,deletion
13954_13957,1,0,P1,13954,13957,deletion
13965_13967,3,0,P1,13965,13967,deletion
137_139,1,0,P1,137,139,deletion
14000_14003,1,0,P1,14000,14003,deletion
14002_14004,1,0,P1,14002,14004,deletion
612_1401,1,0,P1,612,1401,deletion
14019_14023,2,0,P1,14019,14023,deletion
14024_14026,2,0,P1,14024,14026,deletion
14029_14032,2,0,P1,14029,14032,deletion
14085_14087,1,0,P1,14085,14087,deletion
14121_14123,1,0,P1,14121,14123,deletion
14152_14154,1,0,P1,14152,14154,deletion
14157_14159,1,0,P1,14157,14159,deletion
14233_14235,4,0,P1,14233,14235,deletion
14246_14248,2,0,P1,14246,14248,deletion
14274_14276,2,0,P1,14274,14276,deletion
14297_14299,1,0,P1,14297,14299,deletion
14309_14312,1,0,P1,14309,14312,deletion
14316_14318,6,0,P1,14316,14318,deletion
14316_14319,1,0,P1,14316,14319,deletion
14324_14326,1,0,P1,14324,14326,deletion
1433_1435,1,0,P1,1433,1435,deletion
14366_14369,1,0,P1,14366,14369,deletion
1435_1437,3,0,P1,1435,1437,deletion
1435_1438,2,0,P1,1435,1438,deletion
14400_14402,1,0,P1,14400,14402,deletion
1441_1443,1,0,P1,1441,1443,deletion
14469_14471,4,0,P1,14469,14471,deletion
14469_14472,1,0,P1,14469,14472,deletion
14484_14486,2,0,P1,14484,14486,deletion
14522_14524,1,0,P1,14522,14524,deletion
14539_14541,3,0,P1,14539,14541,deletion
2826_14550,2,0,P1,2826,14550,deletion
14562_14564,1,0,P1,14562,14564,deletion
14567_14569,2,0,P1,14567,14569,deletion
14567_14570,1,0,P1,14567,14570,deletion
14575_14577,2,0,P1,14575,14577,deletion
14580_14582,1,0,P1,14580,14582,deletion
14617_14619,2,0,P1,14617,14619,deletion
1461_1463,5,0,P1,1461,1463,deletion
14674_14676,2,0,P1,14674,14676,deletion
14710_14712,2,0,P1,14710,14712,deletion
14714_14716,1,0,P1,14714,14716,deletion
14724_14727,1,0,P1,14724,14727,deletion
14726_14729,1,0,P1,14726,14729,deletion
14744_14746,1,0,P1,14744,14746,deletion
14749_14751,1,0,P1,14749,14751,deletion
14752_14754,2,0,P1,14752,14754,deletion
14755_14757,2,0,P1,14755,14757,deletion
14811_14813,1,0,P1,14811,14813,deletion
14853_14855,1,0,P1,14853,14855,deletion
14860_14862,2,0,P1,14860,14862,deletion
14911_14914,1,0,P1,14911,14914,deletion
14915_14917,1,0,P1,14915,14917,deletion
14932_14934,2,0,P1,14932,14934,deletion
14940_14943,2,0,P1,14940,14943,deletion
14960_14962,2,0,P1,14960,14962,deletion
14976_14978,1,0,P1,14976,14978,deletion
14978_14980,3,0,P1,14978,14980,deletion
14970_14984,1,0,P1,14970,14984,deletion
15017_15019,2,0,P1,15017,15019,deletion
1500_1502,5,0,P1,1500,1502,deletion
15028_15030,2,0,P1,15028,15030,deletion
15050_15053,1,0,P1,15050,15053,deletion
15076_15078,2,0,P1,15076,15078,deletion
15079_15081,2,0,P1,15079,15081,deletion
15085_15087,1,0,P1,15085,15087,deletion
15098_15101,3,0,P1,15098,15101,deletion
15160_15162,1,0,P1,15160,15162,deletion
15162_15165,3,0,P1,15162,15165,deletion
15180_15182,1,0,P1,15180,15182,deletion
15184_15188,3,0,P1,15184,15188,deletion
15185_15188,3,0,P1,15185,15188,deletion
15197_15199,1,0,P1,15197,15199,deletion
15211_15213,2,0,P1,15211,15213,deletion
15215_15217,2,0,P1,15215,15217,deletion
15219_15221,5,0,P1,15219,15221,deletion
15224_15226,2,0,P1,15224,15226,deletion
15231_15233,1,0,P1,15231,15233,deletion
15234_15236,1,0,P1,15234,15236,deletion
15242_15244,2,0,P1,15242,15244,deletion
15251_15253,1,0,P1,15251,15253,deletion
15253_15255,2,0,P1,15253,15255,deletion
15253_15256,2,0,P1,15253,15256,deletion
15272_15274,1,0,P1,15272,15274,deletion
15277_15279,1,0,P1,15277,15279,deletion
15293_15295,2,0,P1,15293,15295,deletion
15296_15298,1,0,P1,15296,15298,deletion
15318_15320,1,0,P1,15318,15320,deletion
15328_15330,1,0,P1,15328,15330,deletion
15331_15333,1,0,P1,15331,15333,deletion
15363_15365,5,0,P1,15363,15365,deletion
15375_15377,1,0,P1,15375,15377,deletion
15418_15420,1,0,P1,15418,15420,deletion
15486_15488,1,0,P1,15486,15488,deletion
15493_15496,2,0,P1,15493,15496,deletion
15520_15522,2,0,P1,15520,15522,deletion
15525_15528,2,0,P1,15525,15528,deletion
15531_15534,1,0,P1,15531,15534,deletion
15534_15536,1,0,P1,15534,15536,deletion
15539_15541,4,0,P1,15539,15541,deletion
15541_15543,1,0,P1,15541,15543,deletion
15546_15548,1,0,P1,15546,15548,deletion
1552_1554,2,0,P1,1552,1554,deletion
1552_1555,1,0,P1,1552,1555,deletion
15569_15571,8,0,P1,15569,15571,deletion
153_155,1,0,P1,153,155,deletion
15632_15635,1,0,P1,15632,15635,deletion
15643_15645,1,0,P1,15643,15645,deletion
15656_15659,2,0,P1,15656,15659,deletion
15714_15716,1,0,P1,15714,15716,deletion
15741_15745,1,0,P1,15741,15745,deletion
15755_15757,1,0,P1,15755,15757,deletion
15756_15759,1,0,P1,15756,15759,deletion
15825_15827,1,0,P1,15825,15827,deletion
15835_15838,1,0,P1,15835,15838,deletion
15837_15839,1,0,P1,15837,15839,deletion
15843_15846,1,0,P1,15843,15846,deletion
15854_15857,1,0,P1,15854,15857,deletion
